temperature[F],precipitation[cm/hour],wind[km/hour],i,j,duration[min]
30.0,16.36,2.46,0,2,29.3
30.0,16.36,2.46,0,3,7.18
30.0,16.36,2.46,0,5,26.94
30.0,16.36,2.46,0,7,23.51
30.0,16.36,2.46,0,8,15.82
30.0,16.36,2.46,0,9,19.92
30.0,16.36,2.46,0,10,20.69
30.0,16.36,2.46,1,2,19.63
30.0,16.36,2.46,1,3,13.83
30.0,16.36,2.46,1,5,26.31
30.0,16.36,2.46,1,7,26.21
30.0,16.36,2.46,1,8,27.14
30.0,16.36,2.46,1,9,7.23
30.0,16.36,2.46,1,10,23.29
30.0,16.36,2.46,2,7,21.28
30.0,16.36,2.46,2,9,17.71
30.0,16.36,2.46,2,10,28.11
30.0,16.36,2.46,3,5,21.16
30.0,16.36,2.46,3,6,29.24
30.0,16.36,2.46,3,8,17.15
30.0,16.36,2.46,3,9,17.36
30.0,16.36,2.46,3,10,27.34
30.0,16.36,2.46,4,7,16.35
30.0,16.36,2.46,4,8,20.17
30.0,16.36,2.46,4,10,11.24
30.0,16.36,2.46,5,6,22.5
30.0,16.36,2.46,5,9,25.08
30.0,16.36,2.46,7,8,20.03
30.0,16.36,2.46,7,10,12.5
30.0,16.36,2.46,8,10,8.69
70.6,3.57,4.28,0,1,6.29
70.6,3.57,4.28,0,2,21.92
70.6,3.57,4.28,0,3,6.19
70.6,3.57,4.28,0,5,23.02
70.6,3.57,4.28,0,7,16.52
70.6,3.57,4.28,0,8,14.64
70.6,3.57,4.28,0,9,16.05
70.6,3.57,4.28,0,10,16.4
70.6,3.57,4.28,1,2,16.19
70.6,3.57,4.28,1,3,9.83
70.6,3.57,4.28,1,5,20.95
70.6,3.57,4.28,1,7,21.02
70.6,3.57,4.28,1,8,20.54
70.6,3.57,4.28,1,9,6.16
70.6,3.57,4.28,1,10,16.96
70.6,3.57,4.28,2,7,13.12
70.6,3.57,4.28,2,9,16.09
70.6,3.57,4.28,2,10,25.59
70.6,3.57,4.28,3,5,14.68
70.6,3.57,4.28,3,6,22.53
70.6,3.57,4.28,3,8,17.08
70.6,3.57,4.28,3,9,13.93
70.6,3.57,4.28,3,10,18.22
70.6,3.57,4.28,4,7,14.37
70.6,3.57,4.28,4,8,14.37
70.6,3.57,4.28,4,10,10.73
70.6,3.57,4.28,5,6,23.26
70.6,3.57,4.28,5,9,19.53
70.6,3.57,4.28,7,8,17.44
70.6,3.57,4.28,7,10,8.49
70.6,3.57,4.28,8,10,6.14
35.2,32.2,2.61,0,1,10.9
35.2,32.2,2.61,0,2,30.07
35.2,32.2,2.61,0,3,5.9
35.2,32.2,2.61,0,5,23.67
35.2,32.2,2.61,0,7,26.36
35.2,32.2,2.61,0,8,17.84
35.2,32.2,2.61,0,9,18.94
35.2,32.2,2.61,0,10,16.31
35.2,32.2,2.61,1,2,19.6
35.2,32.2,2.61,1,3,12.87
35.2,32.2,2.61,1,5,22.57
35.2,32.2,2.61,1,7,26.62
35.2,32.2,2.61,1,8,24.72
35.2,32.2,2.61,1,9,7.05
35.2,32.2,2.61,1,10,23.18
35.2,32.2,2.61,2,7,19.25
35.2,32.2,2.61,2,9,15.79
35.2,32.2,2.61,2,10,32.42
35.2,32.2,2.61,3,5,20.21
35.2,32.2,2.61,3,6,25.52
35.2,32.2,2.61,3,8,15.25
35.2,32.2,2.61,3,9,15.86
35.2,32.2,2.61,3,10,26.39
35.2,32.2,2.61,4,7,15.19
35.2,32.2,2.61,4,8,19.46
35.2,32.2,2.61,4,10,11.95
35.2,32.2,2.61,5,6,22.54
35.2,32.2,2.61,5,9,24.27
35.2,32.2,2.61,7,8,18.44
35.2,32.2,2.61,7,10,10.92
35.2,32.2,2.61,8,10,7.91
91.5,36.71,0.38,0,1,9.55
91.5,36.71,0.38,0,2,22.9
91.5,36.71,0.38,0,3,3.95
91.5,36.71,0.38,0,5,17.29
91.5,36.71,0.38,0,7,22.35
91.5,36.71,0.38,0,8,11.87
91.5,36.71,0.38,0,9,13.23
91.5,36.71,0.38,0,10,12.05
91.5,36.71,0.38,1,2,17.11
91.5,36.71,0.38,1,3,10.61
91.5,36.71,0.38,1,5,18.82
91.5,36.71,0.38,1,7,17.72
91.5,36.71,0.38,1,8,16.42
91.5,36.71,0.38,1,9,4.86
91.5,36.71,0.38,1,10,18.46
91.5,36.71,0.38,2,7,14.4
91.5,36.71,0.38,2,9,13.48
91.5,36.71,0.38,2,10,23.75
91.5,36.71,0.38,3,5,18.26
91.5,36.71,0.38,3,6,21.02
91.5,36.71,0.38,3,8,12.0
91.5,36.71,0.38,3,9,13.33
91.5,36.71,0.38,3,10,21.56
91.5,36.71,0.38,4,7,11.83
91.5,36.71,0.38,4,8,13.95
91.5,36.71,0.38,4,10,7.51
91.5,36.71,0.38,5,6,14.17
91.5,36.71,0.38,5,9,17.48
91.5,36.71,0.38,7,8,13.33
91.5,36.71,0.38,7,10,8.22
91.5,36.71,0.38,8,10,6.55
51.5,10.37,1.23,0,1,7.22
51.5,10.37,1.23,0,2,18.16
51.5,10.37,1.23,0,3,4.14
51.5,10.37,1.23,0,5,16.53
51.5,10.37,1.23,0,7,16.73
51.5,10.37,1.23,0,8,10.23
51.5,10.37,1.23,0,9,13.36
51.5,10.37,1.23,0,10,12.48
51.5,10.37,1.23,1,2,12.86
51.5,10.37,1.23,1,3,10.37
51.5,10.37,1.23,1,5,15.99
51.5,10.37,1.23,1,7,17.27
51.5,10.37,1.23,1,8,14.97
51.5,10.37,1.23,1,9,4.85
51.5,10.37,1.23,1,10,16.14
51.5,10.37,1.23,2,7,13.63
51.5,10.37,1.23,2,9,13.41
51.5,10.37,1.23,2,10,18.54
51.5,10.37,1.23,3,5,14.98
51.5,10.37,1.23,3,6,15.71
51.5,10.37,1.23,3,8,11.63
51.5,10.37,1.23,3,9,11.25
51.5,10.37,1.23,3,10,16.13
51.5,10.37,1.23,4,7,11.33
51.5,10.37,1.23,4,8,12.34
51.5,10.37,1.23,4,10,8.54
51.5,10.37,1.23,5,6,17.87
51.5,10.37,1.23,5,9,15.36
51.5,10.37,1.23,7,8,11.76
51.5,10.37,1.23,7,10,8.24
51.5,10.37,1.23,8,10,5.98
16.0,17.75,4.24,0,1,13.49
16.0,17.75,4.24,0,2,36.0
16.0,17.75,4.24,0,3,9.32
16.0,17.75,4.24,0,5,36.08
16.0,17.75,4.24,0,7,28.99
16.0,17.75,4.24,0,8,21.16
16.0,17.75,4.24,0,9,24.37
16.0,17.75,4.24,0,10,24.47
16.0,17.75,4.24,1,2,27.68
16.0,17.75,4.24,1,3,17.02
16.0,17.75,4.24,1,5,32.28
16.0,17.75,4.24,1,7,35.09
16.0,17.75,4.24,1,8,30.81
16.0,17.75,4.24,1,9,9.81
16.0,17.75,4.24,1,10,28.55
16.0,17.75,4.24,2,7,22.38
16.0,17.75,4.24,2,9,21.65
16.0,17.75,4.24,2,10,40.74
16.0,17.75,4.24,3,5,25.13
16.0,17.75,4.24,3,6,34.66
16.0,17.75,4.24,3,8,22.35
16.0,17.75,4.24,3,9,24.04
16.0,17.75,4.24,3,10,29.33
16.0,17.75,4.24,4,7,24.14
16.0,17.75,4.24,4,8,22.13
16.0,17.75,4.24,4,10,15.41
16.0,17.75,4.24,5,6,29.12
16.0,17.75,4.24,5,9,33.8
16.0,17.75,4.24,7,8,23.55
16.0,17.75,4.24,7,10,14.47
16.0,17.75,4.24,8,10,9.79
82.6,38.1,3.91,0,1,12.5
82.6,38.1,3.91,0,2,33.58
82.6,38.1,3.91,0,3,7.23
82.6,38.1,3.91,0,5,32.36
82.6,38.1,3.91,0,7,31.07
82.6,38.1,3.91,0,8,22.8
82.6,38.1,3.91,0,9,25.23
82.6,38.1,3.91,0,10,21.6
82.6,38.1,3.91,1,2,25.96
82.6,38.1,3.91,1,3,16.88
82.6,38.1,3.91,1,5,27.37
82.6,38.1,3.91,1,7,33.19
82.6,38.1,3.91,1,8,27.68
82.6,38.1,3.91,1,9,9.11
82.6,38.1,3.91,1,10,31.18
82.6,38.1,3.91,2,7,21.42
82.6,38.1,3.91,2,9,20.61
82.6,38.1,3.91,2,10,41.26
82.6,38.1,3.91,3,5,25.74
82.6,38.1,3.91,3,6,34.24
82.6,38.1,3.91,3,8,20.63
82.6,38.1,3.91,3,9,20.53
82.6,38.1,3.91,3,10,29.59
82.6,38.1,3.91,4,7,22.01
82.6,38.1,3.91,4,8,20.73
82.6,38.1,3.91,4,10,12.6
82.6,38.1,3.91,5,6,25.56
82.6,38.1,3.91,5,9,29.72
82.6,38.1,3.91,7,8,24.66
82.6,38.1,3.91,7,10,12.46
82.6,38.1,3.91,8,10,9.2
85.3,27.43,3.29,0,1,10.17
85.3,27.43,3.29,0,2,30.08
85.3,27.43,3.29,0,3,7.15
85.3,27.43,3.29,0,5,23.84
85.3,27.43,3.29,0,7,25.74
85.3,27.43,3.29,0,8,18.24
85.3,27.43,3.29,0,9,18.75
85.3,27.43,3.29,0,10,18.23
85.3,27.43,3.29,1,2,22.37
85.3,27.43,3.29,1,3,14.81
85.3,27.43,3.29,1,5,24.43
85.3,27.43,3.29,1,7,26.97
85.3,27.43,3.29,1,8,27.12
85.3,27.43,3.29,1,9,7.86
85.3,27.43,3.29,1,10,23.92
85.3,27.43,3.29,2,7,19.58
85.3,27.43,3.29,2,9,18.07
85.3,27.43,3.29,2,10,32.71
85.3,27.43,3.29,3,5,20.94
85.3,27.43,3.29,3,6,29.38
85.3,27.43,3.29,3,8,19.19
85.3,27.43,3.29,3,9,15.1
85.3,27.43,3.29,3,10,27.57
85.3,27.43,3.29,4,7,18.62
85.3,27.43,3.29,4,8,18.05
85.3,27.43,3.29,4,10,12.42
85.3,27.43,3.29,5,6,22.58
85.3,27.43,3.29,5,9,23.24
85.3,27.43,3.29,7,8,19.57
85.3,27.43,3.29,7,10,12.18
85.3,27.43,3.29,8,10,9.15
86.9,29.02,0.89,0,1,8.82
86.9,29.02,0.89,0,2,22.0
86.9,29.02,0.89,0,3,4.32
86.9,29.02,0.89,0,5,19.31
86.9,29.02,0.89,0,7,20.61
86.9,29.02,0.89,0,8,12.86
86.9,29.02,0.89,0,9,14.15
86.9,29.02,0.89,0,10,12.96
86.9,29.02,0.89,1,2,15.12
86.9,29.02,0.89,1,3,11.13
86.9,29.02,0.89,1,5,19.61
86.9,29.02,0.89,1,7,21.2
86.9,29.02,0.89,1,8,16.42
86.9,29.02,0.89,1,9,4.88
86.9,29.02,0.89,1,10,20.99
86.9,29.02,0.89,2,7,14.6
86.9,29.02,0.89,2,9,12.2
86.9,29.02,0.89,2,10,22.98
86.9,29.02,0.89,3,5,18.82
86.9,29.02,0.89,3,6,21.39
86.9,29.02,0.89,3,8,11.53
86.9,29.02,0.89,3,9,12.95
86.9,29.02,0.89,3,10,22.17
86.9,29.02,0.89,4,7,13.23
86.9,29.02,0.89,4,8,14.08
86.9,29.02,0.89,4,10,8.36
86.9,29.02,0.89,5,6,17.86
86.9,29.02,0.89,5,9,17.76
86.9,29.02,0.89,7,8,15.56
86.9,29.02,0.89,7,10,9.06
86.9,29.02,0.89,8,10,6.59
55.0,28.94,0.21,0,1,8.7
55.0,28.94,0.21,0,2,23.3
55.0,28.94,0.21,0,3,3.85
55.0,28.94,0.21,0,5,17.21
55.0,28.94,0.21,0,7,19.77
55.0,28.94,0.21,0,8,11.59
55.0,28.94,0.21,0,9,12.79
55.0,28.94,0.21,0,10,10.82
55.0,28.94,0.21,1,2,14.6
55.0,28.94,0.21,1,3,9.71
55.0,28.94,0.21,1,5,16.93
55.0,28.94,0.21,1,7,17.67
55.0,28.94,0.21,1,8,15.07
55.0,28.94,0.21,1,9,4.2
55.0,28.94,0.21,1,10,18.83
55.0,28.94,0.21,2,7,13.55
55.0,28.94,0.21,2,9,12.22
55.0,28.94,0.21,2,10,20.35
55.0,28.94,0.21,3,5,15.36
55.0,28.94,0.21,3,6,17.26
55.0,28.94,0.21,3,8,10.81
55.0,28.94,0.21,3,9,13.43
55.0,28.94,0.21,3,10,19.57
55.0,28.94,0.21,4,7,10.54
55.0,28.94,0.21,4,8,12.48
55.0,28.94,0.21,4,10,7.07
55.0,28.94,0.21,5,6,15.5
55.0,28.94,0.21,5,9,18.36
55.0,28.94,0.21,7,8,12.35
55.0,28.94,0.21,7,10,7.84
55.0,28.94,0.21,8,10,5.55
56.3,54.13,4.44,0,1,16.14
56.3,54.13,4.44,0,2,44.13
56.3,54.13,4.44,0,3,9.28
56.3,54.13,4.44,0,5,39.74
56.3,54.13,4.44,0,7,34.12
56.3,54.13,4.44,0,8,27.78
56.3,54.13,4.44,0,9,27.14
56.3,54.13,4.44,0,10,25.57
56.3,54.13,4.44,1,2,30.92
56.3,54.13,4.44,1,3,21.65
56.3,54.13,4.44,1,5,30.34
56.3,54.13,4.44,1,7,37.33
56.3,54.13,4.44,1,8,35.95
56.3,54.13,4.44,1,9,10.24
56.3,54.13,4.44,1,10,34.89
56.3,54.13,4.44,2,7,24.9
56.3,54.13,4.44,2,9,25.89
56.3,54.13,4.44,2,10,48.0
56.3,54.13,4.44,3,5,33.12
56.3,54.13,4.44,3,6,41.29
56.3,54.13,4.44,3,8,24.33
56.3,54.13,4.44,3,9,26.01
56.3,54.13,4.44,3,10,36.31
56.3,54.13,4.44,4,7,26.31
56.3,54.13,4.44,4,8,25.95
56.3,54.13,4.44,4,10,17.96
56.3,54.13,4.44,5,6,35.73
56.3,54.13,4.44,5,9,32.13
56.3,54.13,4.44,7,8,30.32
56.3,54.13,4.44,7,10,17.39
56.3,54.13,4.44,8,10,11.68
17.0,39.11,1.65,0,1,13.51
17.0,39.11,1.65,0,2,33.63
17.0,39.11,1.65,0,3,7.01
17.0,39.11,1.65,0,5,27.4
17.0,39.11,1.65,0,7,31.42
17.0,39.11,1.65,0,8,20.02
17.0,39.11,1.65,0,9,22.73
17.0,39.11,1.65,0,10,23.51
17.0,39.11,1.65,1,2,25.75
17.0,39.11,1.65,1,3,15.35
17.0,39.11,1.65,1,5,30.23
17.0,39.11,1.65,1,7,27.49
17.0,39.11,1.65,1,8,25.84
17.0,39.11,1.65,1,9,7.7
17.0,39.11,1.65,1,10,31.28
17.0,39.11,1.65,2,7,26.44
17.0,39.11,1.65,2,9,19.88
17.0,39.11,1.65,2,10,37.19
17.0,39.11,1.65,3,5,26.29
17.0,39.11,1.65,3,6,29.69
17.0,39.11,1.65,3,8,20.75
17.0,39.11,1.65,3,9,19.49
17.0,39.11,1.65,3,10,29.31
17.0,39.11,1.65,4,7,17.79
17.0,39.11,1.65,4,8,19.07
17.0,39.11,1.65,4,10,14.25
17.0,39.11,1.65,5,6,25.06
17.0,39.11,1.65,5,9,27.57
17.0,39.11,1.65,7,8,20.92
17.0,39.11,1.65,7,10,13.78
17.0,39.11,1.65,8,10,9.06
96.5,30.15,0.43,0,1,8.96
96.5,30.15,0.43,0,2,21.42
96.5,30.15,0.43,0,3,4.48
96.5,30.15,0.43,0,5,16.2
96.5,30.15,0.43,0,7,20.2
96.5,30.15,0.43,0,8,12.28
96.5,30.15,0.43,0,9,13.49
96.5,30.15,0.43,0,10,12.91
96.5,30.15,0.43,1,2,15.95
96.5,30.15,0.43,1,3,10.34
96.5,30.15,0.43,1,5,15.51
96.5,30.15,0.43,1,7,19.55
96.5,30.15,0.43,1,8,15.94
96.5,30.15,0.43,1,9,4.58
96.5,30.15,0.43,1,10,18.16
96.5,30.15,0.43,2,7,15.6
96.5,30.15,0.43,2,9,13.47
96.5,30.15,0.43,2,10,22.21
96.5,30.15,0.43,3,5,17.68
96.5,30.15,0.43,3,6,19.16
96.5,30.15,0.43,3,8,11.12
96.5,30.15,0.43,3,9,12.37
96.5,30.15,0.43,3,10,20.57
96.5,30.15,0.43,4,7,12.61
96.5,30.15,0.43,4,8,12.01
96.5,30.15,0.43,4,10,8.27
96.5,30.15,0.43,5,6,15.05
96.5,30.15,0.43,5,9,17.21
96.5,30.15,0.43,7,8,13.16
96.5,30.15,0.43,7,10,8.1
96.5,30.15,0.43,8,10,5.6
24.5,25.72,1.97,0,1,11.07
24.5,25.72,1.97,0,2,33.43
24.5,25.72,1.97,0,3,7.27
24.5,25.72,1.97,0,5,28.29
24.5,25.72,1.97,0,7,25.71
24.5,25.72,1.97,0,8,16.76
24.5,25.72,1.97,0,9,20.61
24.5,25.72,1.97,0,10,20.7
24.5,25.72,1.97,1,2,21.47
24.5,25.72,1.97,1,3,13.93
24.5,25.72,1.97,1,5,25.39
24.5,25.72,1.97,1,7,28.33
24.5,25.72,1.97,1,8,23.65
24.5,25.72,1.97,1,9,8.17
24.5,25.72,1.97,1,10,27.66
24.5,25.72,1.97,2,7,19.86
24.5,25.72,1.97,2,9,20.35
24.5,25.72,1.97,2,10,33.54
24.5,25.72,1.97,3,5,21.31
24.5,25.72,1.97,3,6,31.32
24.5,25.72,1.97,3,8,17.74
24.5,25.72,1.97,3,9,19.32
24.5,25.72,1.97,3,10,26.81
24.5,25.72,1.97,4,7,19.0
24.5,25.72,1.97,4,8,19.74
24.5,25.72,1.97,4,10,11.88
24.5,25.72,1.97,5,6,25.53
24.5,25.72,1.97,5,9,28.24
24.5,25.72,1.97,7,8,19.0
24.5,25.72,1.97,7,10,12.76
24.5,25.72,1.97,8,10,8.21
41.0,51.67,2.36,0,1,12.9
41.0,51.67,2.36,0,2,31.61
41.0,51.67,2.36,0,3,6.4
41.0,51.67,2.36,0,5,29.77
41.0,51.67,2.36,0,7,28.45
41.0,51.67,2.36,0,8,18.99
41.0,51.67,2.36,0,9,21.43
41.0,51.67,2.36,0,10,19.23
41.0,51.67,2.36,1,2,23.23
41.0,51.67,2.36,1,3,15.25
41.0,51.67,2.36,1,5,27.23
41.0,51.67,2.36,1,7,29.79
41.0,51.67,2.36,1,8,24.04
41.0,51.67,2.36,1,9,7.14
41.0,51.67,2.36,1,10,27.57
41.0,51.67,2.36,2,7,23.18
41.0,51.67,2.36,2,9,19.97
41.0,51.67,2.36,2,10,31.31
41.0,51.67,2.36,3,5,23.01
41.0,51.67,2.36,3,6,29.15
41.0,51.67,2.36,3,8,16.54
41.0,51.67,2.36,3,9,16.94
41.0,51.67,2.36,3,10,27.76
41.0,51.67,2.36,4,7,18.03
41.0,51.67,2.36,4,8,19.55
41.0,51.67,2.36,4,10,11.25
41.0,51.67,2.36,5,6,23.65
41.0,51.67,2.36,5,9,28.6
41.0,51.67,2.36,7,8,22.28
41.0,51.67,2.36,7,10,13.02
41.0,51.67,2.36,8,10,8.7
29.5,27.26,4.61,0,1,13.22
29.5,27.26,4.61,0,2,40.66
29.5,27.26,4.61,0,3,8.9
29.5,27.26,4.61,0,5,39.29
29.5,27.26,4.61,0,7,34.0
29.5,27.26,4.61,0,8,26.78
29.5,27.26,4.61,0,9,28.2
29.5,27.26,4.61,0,10,27.14
29.5,27.26,4.61,1,2,27.96
29.5,27.26,4.61,1,3,17.02
29.5,27.26,4.61,1,5,36.2
29.5,27.26,4.61,1,7,33.78
29.5,27.26,4.61,1,8,32.33
29.5,27.26,4.61,1,9,9.91
29.5,27.26,4.61,1,10,29.63
29.5,27.26,4.61,2,7,24.24
29.5,27.26,4.61,2,9,23.61
29.5,27.26,4.61,2,10,44.33
29.5,27.26,4.61,3,5,25.68
29.5,27.26,4.61,3,6,38.63
29.5,27.26,4.61,3,8,22.99
29.5,27.26,4.61,3,9,24.36
29.5,27.26,4.61,3,10,32.38
29.5,27.26,4.61,4,7,21.93
29.5,27.26,4.61,4,8,23.1
29.5,27.26,4.61,4,10,14.87
29.5,27.26,4.61,5,6,35.9
29.5,27.26,4.61,5,9,31.8
29.5,27.26,4.61,7,8,27.74
29.5,27.26,4.61,7,10,15.17
29.5,27.26,4.61,8,10,11.01
35.2,21.37,3.92,0,1,8.89
35.2,21.37,3.92,0,2,29.02
35.2,21.37,3.92,0,3,7.28
35.2,21.37,3.92,0,5,25.33
35.2,21.37,3.92,0,7,22.12
35.2,21.37,3.92,0,8,17.41
35.2,21.37,3.92,0,9,21.86
35.2,21.37,3.92,0,10,20.96
35.2,21.37,3.92,1,2,19.34
35.2,21.37,3.92,1,3,14.12
35.2,21.37,3.92,1,5,25.13
35.2,21.37,3.92,1,7,25.56
35.2,21.37,3.92,1,8,23.65
35.2,21.37,3.92,1,9,6.91
35.2,21.37,3.92,1,10,21.51
35.2,21.37,3.92,2,7,17.68
35.2,21.37,3.92,2,9,17.37
35.2,21.37,3.92,2,10,33.81
35.2,21.37,3.92,3,5,21.7
35.2,21.37,3.92,3,6,29.67
35.2,21.37,3.92,3,8,19.08
35.2,21.37,3.92,3,9,17.43
35.2,21.37,3.92,3,10,26.28
35.2,21.37,3.92,4,7,16.25
35.2,21.37,3.92,4,8,20.04
35.2,21.37,3.92,4,10,13.05
35.2,21.37,3.92,5,6,24.01
35.2,21.37,3.92,5,9,24.05
35.2,21.37,3.92,7,8,19.92
35.2,21.37,3.92,7,10,11.61
35.2,21.37,3.92,8,10,7.43
68.3,19.35,0.11,0,1,8.12
68.3,19.35,0.11,0,2,20.69
68.3,19.35,0.11,0,3,3.45
68.3,19.35,0.11,0,5,14.47
68.3,19.35,0.11,0,7,16.86
68.3,19.35,0.11,0,8,9.96
68.3,19.35,0.11,0,9,10.16
68.3,19.35,0.11,0,10,10.05
68.3,19.35,0.11,1,2,14.88
68.3,19.35,0.11,1,3,9.05
68.3,19.35,0.11,1,5,16.38
68.3,19.35,0.11,1,7,16.09
68.3,19.35,0.11,1,8,12.96
68.3,19.35,0.11,1,9,4.42
68.3,19.35,0.11,1,10,17.72
68.3,19.35,0.11,2,7,13.05
68.3,19.35,0.11,2,9,10.77
68.3,19.35,0.11,2,10,18.83
68.3,19.35,0.11,3,5,13.46
68.3,19.35,0.11,3,6,14.83
68.3,19.35,0.11,3,8,9.9
68.3,19.35,0.11,3,9,11.17
68.3,19.35,0.11,3,10,16.98
68.3,19.35,0.11,4,7,11.17
68.3,19.35,0.11,4,8,11.17
68.3,19.35,0.11,4,10,6.78
68.3,19.35,0.11,5,6,15.06
68.3,19.35,0.11,5,9,14.8
68.3,19.35,0.11,7,8,10.54
68.3,19.35,0.11,7,10,7.81
68.3,19.35,0.11,8,10,5.53
47.3,25.2,0.95,0,1,7.8
47.3,25.2,0.95,0,2,24.17
47.3,25.2,0.95,0,3,4.18
47.3,25.2,0.95,0,5,19.45
47.3,25.2,0.95,0,7,20.21
47.3,25.2,0.95,0,8,12.6
47.3,25.2,0.95,0,9,14.82
47.3,25.2,0.95,0,10,12.09
47.3,25.2,0.95,1,2,15.88
47.3,25.2,0.95,1,3,9.85
47.3,25.2,0.95,1,5,17.32
47.3,25.2,0.95,1,7,19.47
47.3,25.2,0.95,1,8,16.86
47.3,25.2,0.95,1,9,5.28
47.3,25.2,0.95,1,10,20.08
47.3,25.2,0.95,2,7,15.37
47.3,25.2,0.95,2,9,12.29
47.3,25.2,0.95,2,10,21.6
47.3,25.2,0.95,3,5,16.92
47.3,25.2,0.95,3,6,20.21
47.3,25.2,0.95,3,8,11.99
47.3,25.2,0.95,3,9,13.68
47.3,25.2,0.95,3,10,18.14
47.3,25.2,0.95,4,7,11.71
47.3,25.2,0.95,4,8,12.93
47.3,25.2,0.95,4,10,8.38
47.3,25.2,0.95,5,6,17.37
47.3,25.2,0.95,5,9,17.32
47.3,25.2,0.95,7,8,15.24
47.3,25.2,0.95,7,10,8.59
47.3,25.2,0.95,8,10,6.47
50.1,58.04,0.23,0,1,10.74
50.1,58.04,0.23,0,2,27.77
50.1,58.04,0.23,0,3,4.15
50.1,58.04,0.23,0,5,19.3
50.1,58.04,0.23,0,7,25.98
50.1,58.04,0.23,0,8,13.36
50.1,58.04,0.23,0,9,15.99
50.1,58.04,0.23,0,10,12.91
50.1,58.04,0.23,1,2,20.1
50.1,58.04,0.23,1,3,12.7
50.1,58.04,0.23,1,5,16.85
50.1,58.04,0.23,1,7,21.99
50.1,58.04,0.23,1,8,17.21
50.1,58.04,0.23,1,9,4.85
50.1,58.04,0.23,1,10,23.58
50.1,58.04,0.23,2,7,17.48
50.1,58.04,0.23,2,9,13.48
50.1,58.04,0.23,2,10,23.75
50.1,58.04,0.23,3,5,19.03
50.1,58.04,0.23,3,6,20.73
50.1,58.04,0.23,3,8,12.91
50.1,58.04,0.23,3,9,14.17
50.1,58.04,0.23,3,10,22.53
50.1,58.04,0.23,4,7,14.68
50.1,58.04,0.23,4,8,13.59
50.1,58.04,0.23,4,10,8.7
50.1,58.04,0.23,5,6,16.57
50.1,58.04,0.23,5,9,21.88
50.1,58.04,0.23,7,8,15.21
50.1,58.04,0.23,7,10,10.14
50.1,58.04,0.23,8,10,6.82
74.4,55.19,4.77,0,1,16.57
74.4,55.19,4.77,0,2,43.86
74.4,55.19,4.77,0,3,9.81
74.4,55.19,4.77,0,5,41.04
74.4,55.19,4.77,0,7,38.12
74.4,55.19,4.77,0,8,25.6
74.4,55.19,4.77,0,9,29.97
74.4,55.19,4.77,0,10,25.75
74.4,55.19,4.77,1,2,30.14
74.4,55.19,4.77,1,3,19.18
74.4,55.19,4.77,1,5,33.73
74.4,55.19,4.77,1,7,40.5
74.4,55.19,4.77,1,8,41.05
74.4,55.19,4.77,1,9,10.03
74.4,55.19,4.77,1,10,33.54
74.4,55.19,4.77,2,7,26.32
74.4,55.19,4.77,2,9,26.52
74.4,55.19,4.77,2,10,51.07
74.4,55.19,4.77,3,5,33.2
74.4,55.19,4.77,3,6,39.51
74.4,55.19,4.77,3,8,26.67
74.4,55.19,4.77,3,9,25.45
74.4,55.19,4.77,3,10,36.55
74.4,55.19,4.77,4,7,26.63
74.4,55.19,4.77,4,8,26.14
74.4,55.19,4.77,4,10,16.53
74.4,55.19,4.77,5,6,37.37
74.4,55.19,4.77,5,9,36.47
74.4,55.19,4.77,7,8,30.06
74.4,55.19,4.77,7,10,15.96
74.4,55.19,4.77,8,10,12.46
18.0,36.35,1.58,0,1,13.36
18.0,36.35,1.58,0,2,33.72
18.0,36.35,1.58,0,3,7.21
18.0,36.35,1.58,0,5,30.35
18.0,36.35,1.58,0,7,32.97
18.0,36.35,1.58,0,8,17.42
18.0,36.35,1.58,0,9,21.14
18.0,36.35,1.58,0,10,22.13
18.0,36.35,1.58,1,2,26.77
18.0,36.35,1.58,1,3,14.75
18.0,36.35,1.58,1,5,30.8
18.0,36.35,1.58,1,7,27.19
18.0,36.35,1.58,1,8,27.6
18.0,36.35,1.58,1,9,7.2
18.0,36.35,1.58,1,10,28.39
18.0,36.35,1.58,2,7,21.78
18.0,36.35,1.58,2,9,21.82
18.0,36.35,1.58,2,10,32.86
18.0,36.35,1.58,3,5,24.03
18.0,36.35,1.58,3,6,29.27
18.0,36.35,1.58,3,8,19.84
18.0,36.35,1.58,3,9,20.04
18.0,36.35,1.58,3,10,30.57
18.0,36.35,1.58,4,7,20.53
18.0,36.35,1.58,4,8,21.86
18.0,36.35,1.58,4,10,12.27
18.0,36.35,1.58,5,6,24.56
18.0,36.35,1.58,5,9,30.25
18.0,36.35,1.58,7,8,21.94
18.0,36.35,1.58,7,10,12.72
18.0,36.35,1.58,8,10,9.9
56.2,38.0,0.92,0,1,8.77
56.2,38.0,0.92,0,2,27.87
56.2,38.0,0.92,0,3,5.21
56.2,38.0,0.92,0,5,20.74
56.2,38.0,0.92,0,7,24.41
56.2,38.0,0.92,0,8,12.52
56.2,38.0,0.92,0,9,15.54
56.2,38.0,0.92,0,10,13.33
56.2,38.0,0.92,1,2,19.95
56.2,38.0,0.92,1,3,10.98
56.2,38.0,0.92,1,5,18.68
56.2,38.0,0.92,1,7,20.86
56.2,38.0,0.92,1,8,19.17
56.2,38.0,0.92,1,9,5.49
56.2,38.0,0.92,1,10,21.4
56.2,38.0,0.92,2,7,18.33
56.2,38.0,0.92,2,9,14.7
